Species_Latin,match.IOC,synonyms,Species_Common,Treename,Family,PassNonPass,Passerine_Clade1,Passerine_OscineSuboscine,Order,SearcherID,Evidence_Type,Evidence_Details,Female_Territoriality,Territorial_Period,Territory_Classification,Justification_Summary,References,Other_Notes,Territory_ClassificationYL,Territory_ClassificationEW,IT_project_classification_from_BNA,JPD_notes,PigotTobias_Territoriality,TerritoryType,Territory.Min,Territory.Max
Serinus reichardi,33919,Crithagra reichardi;Serinus reichardi  ,Reichard's Seedeater,Serinus_reichardi,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus xanthopygius,33871,Crithagra xanthopygia;Serinus xanthopygius ,Yellow-rumped Seedeater,Serinus_xanthopygius,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis magellanica,34091,Spinus magellanicus;Carduelis magellanica;Sporagra magellanica ,Hooded Siskin,Carduelis_magellanica,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis sinica,33809,Chloris sinica;Carduelis sinica,Grey-capped Greenfinch,Carduelis_sinica,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia violacea,34134,Euphonia violacea,Violaceous Euphonia,Euphonia_violacea,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia rufiventris,34197,Euphonia rufiventris,Rufous-bellied Euphonia,Euphonia_rufiventris,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Hemignathus kauaiensis,NA,#VALUE!,Kauai Amakihi,Hemignathus_kauaiensis,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Rhynchostruthus percivali,33827,Rhynchostruthus percivali,Arabian Grosbeak,Rhynchostruthus_percivali,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus citrinipectus,33879,Crithagra citrinipectus;Serinus citrinipectus  ,Lemon-breasted Seedeater,Serinus_citrinipectus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus mennelli,33933,Crithagra mennelli;Serinus mennelli  ,Black-eared Seedeater,Serinus_mennelli,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia plumbea,34118,Euphonia plumbea,Plumbeous Euphonia,Euphonia_plumbea,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus rufobrunneus,33836,Crithagra rufobrunnea;Serinus rufobrunneus ,Principe Seedeater,Serinus_rufobrunneus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus hypostictus,33847,Crithagra hyposticta;Serinus hypostictus ,Grey-faced Citril,Serinus_hypostictus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Hemignathus parvus,NA,#VALUE!,Anianiau,Hemignathus_parvus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Leucosticte sillemi,33688,Carpodacus sillemi;Leucosticte sillemi,Sillem's Mountain-finch,Leucosticte_sillemi,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carpodacus edwardsii,33670,Carpodacus edwardsii,Dark-rumped Rosefinch,Carpodacus_edwardsii,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia cayennensis,34201,Euphonia cayennensis,Golden-sided Euphonia,Euphonia_cayennensis,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia chalybea,34149,Euphonia chalybea,Green-throated Euphonia,Euphonia_chalybea,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carpodacus rodopeplus,33673,Carpodacus rodopeplus;Carpodacus rhodopeplus,Spot-winged Rosefinch,Carpodacus_rodopeplus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia minuta,34179,Euphonia minuta,White-vented Euphonia,Euphonia_minuta,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus canicollis,34049,Serinus canicollis,Cape Canary,Serinus_canicollis,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus donaldsoni,33902,Crithagra donaldsoni;Serinus donaldsoni  ,Ethiopian Grosbeak-canary,Serinus_donaldsoni,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus flavivertex,34053,Serinus flavivertex,Yellow-crowned Canary,Serinus_flavivertex,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Pyrrhula erythaca,33569,Pyrrhula erythaca,Grey-headed Bullfinch,Pyrrhula_erythaca,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis barbata,34086,Spinus barbatus;Carduelis barbata;Sporagra barbata ,Black-chinned Siskin,Carduelis_barbata,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Callacanthis burtoni,33602,Callacanthis burtoni,Spectacled Finch,Callacanthis_burtoni,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia laniirostris,34138,Euphonia laniirostris,Thick-billed Euphonia,Euphonia_laniirostris,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis olivacea,34090,Spinus olivaceus;Carduelis olivacea;Sporagra olivacea ,Olivaceous Siskin,Carduelis_olivacea,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia luteicapilla,34123,Euphonia luteicapilla,Yellow-crowned Euphonia,Euphonia_luteicapilla,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus albogularis,33935,Crithagra albogularis;Serinus albogularis  ,White-throated Canary,Serinus_albogularis,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis yarrellii,34106,Spinus yarrellii;Carduelis yarrellii;Sporagra yarrellii ,Yellow-faced Siskin,Carduelis_yarrellii,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus symonsi,33900,Crithagra symonsi         Pseudochloroptila symonsi;Serinus symonsi          ,Drakensberg Siskin,Serinus_symonsi,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Oreomystis bairdi,33721,Oreomystis bairdi,Akikiki,Oreomystis_bairdi,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia xanthogaster,34185,Euphonia xanthogaster,Orange-bellied Euphonia,Euphonia_xanthogaster,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia affinis,34119,Euphonia affinis,Scrub Euphonia,Euphonia_affinis,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Eophona personata,33545,Eophona personata         Coccothraustes personatus,Japanese Grosbeak,Eophona_personata,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia concinna,34131,Euphonia concinna,Velvet-fronted Euphonia,Euphonia_concinna,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carpodacus roborowskii,33687,Carpodacus roborowskii;Kozlowia roborowskii  ,Tibetan Rosefinch,Carpodacus_roborowskii,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Pyrrhula leucogenis,33573,Pyrrhula leucogenis;Pyrrhula leucogenys,White-cheeked Bullfinch,Pyrrhula_leucogenis,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus atrogularis,33863,Crithagra atrogularis;Serinus atrogularis  ,Black-throated Seedeater,Serinus_atrogularis,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Pyrrhula aurantiaca,33567,Pyrrhula aurantiaca,Orange Bullfinch,Pyrrhula_aurantiaca,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis cucullata,34107,Spinus cucullatus;Carduelis cucullata;Sporagra cucullata ,Red Siskin,Carduelis_cucullata,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus nigriceps,34057,Serinus nigriceps,Ethiopian Siskin,Serinus_nigriceps,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia saturata,34132,Euphonia saturata,Orange-crowned Euphonia,Euphonia_saturata,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia mesochrysa,34175,Euphonia mesochrysa,Bronze-green Euphonia,Euphonia_mesochrysa,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Uragus sibiricus,33689,Carpodacus sibiricus;Uragus sibiricus    ,Long-tailed Rosefinch,Uragus_sibiricus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis corsicana,34043,Carduelis corsicana,Mediterranean Citril Finch,Carduelis_corsicana,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Hemignathus flavus,NA,#VALUE!,Oahu Amakihi,Hemignathus_flavus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus alario,34058,Serinus alario;Alario alario ,Black-headed Canary,Serinus_alario,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Pyrrhula nipalensis,33560,Pyrrhula nipalensis,Brown Bullfinch,Pyrrhula_nipalensis,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis monguilloti,33819,Chloris monguilloti;Carduelis monguilloti,Vietnam Greenfinch,Carduelis_monguilloti,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus scotops,33855,Crithagra scotops;Serinus scotops  ,Forest Canary,Serinus_scotops,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis citrinella,34041,Carduelis citrinella;Serinus citrinella  ,Alpine Citril Finch,Carduelis_citrinella,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia trinitatis,34130,Euphonia trinitatis,Trinidad Euphonia,Euphonia_trinitatis,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia finschi,34133,Euphonia finschi,Finsch's Euphonia,Euphonia_finschi,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Mycerobas melanozanthos,33521,Mycerobas melanozanthos;Coccothraustes melanozanthos,Spot-winged Grosbeak,Mycerobas_melanozanthos,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus rothschildi,33875,Crithagra rothschildi;Serinus rothschildi  ,Olive-rumped Serin,Serinus_rothschildi,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus burtoni,33941,Crithagra burtoni;Serinus burtoni  ,Thick-billed Seedeater,Serinus_burtoni,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis spinescens,34113,Spinus spinescens;Carduelis spinescens;Sporagra spinescens ,Andean Siskin,Carduelis_spinescens,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus leucopterus,33954,Crithagra leucoptera;Serinus leucopterus ,Protea Canary,Serinus_leucopterus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis johannis,33974,Linaria johannis;Carduelis johannis;Acanthis johannis ,Warsangli Linnet,Carduelis_johannis,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carpodacus trifasciatus,33698,Carpodacus trifasciatus,Three-banded Rosefinch,Carpodacus_trifasciatus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carpodacus roseus,33695,Carpodacus roseus,Pallas's Rosefinch,Carpodacus_roseus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus menachensis,33897,Crithagra menachensis;Serinus menachensis  ,Yemen Serin,Serinus_menachensis,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus koliensis,33854,Crithagra koliensis;Serinus koliensis  ,Papyrus Canary,Serinus_koliensis,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carpodacus rhodochlamys,33657,Carpodacus rhodochlamys,Red-mantled Rosefinch,Carpodacus_rhodochlamys,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis spinoides,33816,Chloris spinoides;Carduelis spinoides,Yellow-breasted Greenfinch,Carduelis_spinoides,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus striolatus,33946,Crithagra striolata;Serinus striolatus ,Streaky Seedeater,Serinus_striolatus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus leucopygius,33859,Crithagra leucopygia;Serinus leucopygius ,White-rumped Seedeater,Serinus_leucopygius,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis notata,34082,Spinus notatus;Carduelis notata;Sporagra notata ,Black-headed Siskin,Carduelis_notata,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carpodacus rubescens,33601,Agraphospiza rubescens;Carpodacus rubescens  ,Crimson Rosefinch,Carpodacus_rubescens,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia elegantissima,34150,Euphonia elegantissima;Cyanophonia elegantissima,Blue-rumped Euphonia,Euphonia_elegantissima,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus dorsostriatus,33892,Crithagra dorsostriata;Serinus dorsostriatus ,White-bellied Canary,Serinus_dorsostriatus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus sulphuratus,33913,Crithagra sulphurata;Serinus sulphuratus ,Brimstone Canary,Serinus_sulphuratus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus thibetanus,34062,Spinus thibetanus;Carduelis thibetana;Serinus thibetanus;Chionomitris thibetana,Tibetan Serin,Serinus_thibetanus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis xanthogastra,34087,Spinus xanthogastrus;Carduelis xanthogastra;Sporagra xanthogastra ,Yellow-bellied Siskin,Carduelis_xanthogastra,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis yemenensis,33973,Linaria yemenensis;Carduelis yemenensis;Acanthis yemenensis ,Yemen Linnet,Carduelis_yemenensis,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carpodacus nipalensis,33604,Procarduelis nipalensis;Carpodacus nipalensis  ,Dark-breasted Rosefinch,Carpodacus_nipalensis,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Pyrrhula murina,33589,Pyrrhula murina,Azores Bullfinch,Pyrrhula_murina,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia imitans,34168,Euphonia imitans,Spot-crowned Euphonia,Euphonia_imitans,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia anneae,34182,Euphonia anneae,Tawny-capped Euphonia,Euphonia_anneae,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Linurgus olivaceus,33831,Linurgus olivaceus,Oriole Finch,Linurgus_olivaceus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Mycerobas icterioides,33519,Mycerobas icterioides;Coccothraustes icterioides,Black-and-yellow Grosbeak,Mycerobas_icterioides,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus tristriatus,33934,Crithagra tristriata;Serinus tristriatus ,Brown-rumped Seedeater,Serinus_tristriatus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus melanochrous,33952,Crithagra melanochroa;Serinus melanochrous ,Kipengere Seedeater,Serinus_melanochrous,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus capistratus,33850,Crithagra capistrata;Serinus capistratus ,Black-faced Canary,Serinus_capistratus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia cyanocephala,34154,Euphonia cyanocephala;Cyanophonia cyanocephala,Golden-rumped Euphonia,Euphonia_cyanocephala,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis dominicensis,34076,Spinus dominicensis;Carduelis dominicensis,Antillean Siskin,Carduelis_dominicensis,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis uropygialis,34109,Spinus uropygialis;Carduelis uropygialis;Sporagra uropygialis ,Yellow-rumped Siskin,Carduelis_uropygialis,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia musica,34158,Euphonia musica;Cyanophonia musica,Antillean Euphonia,Euphonia_musica,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus whytii,33950,Crithagra whytii;Serinus whytii  ,Yellow-browed Seedeater,Serinus_whytii,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carpodacus thura,33699,Carpodacus thura,White-browed Rosefinch,Carpodacus_thura,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Leucosticte nemoricola,33608,Leucosticte nemoricola,Plain Mountain-finch,Leucosticte_nemoricola,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Eophona migratoria,33542,Eophona migratoria         Coccothraustes migratorius,Yellow-billed Grosbeak,Eophona_migratoria,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia chrysopasta,34172,Euphonia chrysopasta,White-lored Euphonia,Euphonia_chrysopasta,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia gouldi,34169,Euphonia gouldi,Olive-backed Euphonia,Euphonia_gouldi,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Haematospiza sipahi,33645,Carpodacus sipahi;Haematospiza sipahi,Scarlet Finch,Haematospiza_sipahi,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carpodacus puniceus,33706,Carpodacus puniceus;Pyrrhospiza punicea,Red-fronted Rosefinch,Carpodacus_puniceus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Coccothraustes abeillei,33530,Hesperiphona abeillei;Coccothraustes abeillei,Hooded Grosbeak,Coccothraustes_abeillei,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus flavigula,33877,Crithagra flavigula;Serinus flavigula  ,Yellow-throated Seedeater,Serinus_flavigula,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia fulvicrissa,34164,Euphonia fulvicrissa,Fulvous-vented Euphonia,Euphonia_fulvicrissa,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus mozambicus,33880,Crithagra mozambica;Serinus mozambicus ,Yellow-fronted Canary,Serinus_mozambicus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis atriceps,34081,Spinus atriceps;Carduelis atriceps,Black-capped Siskin,Carduelis_atriceps,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carpodacus pulcherrimus,33660,Carpodacus pulcherrimus,Beautiful Rosefinch,Carpodacus_pulcherrimus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Leucosticte brandti,33611,Leucosticte brandti,Black-headed Mountain-finch,Leucosticte_brandti,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Euphonia pectoralis,34200,Euphonia pectoralis,Chestnut-bellied Euphonia,Euphonia_pectoralis,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis ambigua,33821,Chloris ambigua;Carduelis ambigua,Black-headed Greenfinch,Carduelis_ambigua,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Mycerobas carnipes,33522,Mycerobas carnipes;Coccothraustes carnipes,White-winged Grosbeak,Mycerobas_carnipes,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus buchanani,33904,Crithagra buchanani;Serinus buchanani  ,Kenya Grosbeak-canary,Serinus_buchanani,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Carduelis crassirostris,34110,Spinus crassirostris;Carduelis crassirostris;Sporagra crassirostris ,Thick-billed Siskin,Carduelis_crassirostris,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Serinus ankoberensis,33896,Crithagra ankoberensis;Carduelis ankoberensis;Serinus ankoberensis  ,Ankober Serin,Serinus_ankoberensis,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Neospiza concolor,33840,Crithagra concolor;Neospiza concolor ,Sao Tome Grosbeak,Neospiza_concolor,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,,,,
Rhynchostruthus louisae,33829,Rhynchostruthus louisae,Somali Grosbeak,Rhynchostruthus_louisae,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,,,,
Psittirostra psittacea,33733,Psittirostra psittacea,Ou,Psittirostra_psittacea,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,,,,
Pinicola subhimachala,NA,#VALUE!,Crimson-browed Finch,Pinicola_subhimachala,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,,,,
Pyrrhoplectes epauletta,33603,Pyrrhoplectes epauletta,Gold-naped Finch,Pyrrhoplectes_epauletta,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,,,,
Paroreomyza maculata,33714,Paroreomyza maculata,Oahu Alauahio,Paroreomyza_maculata,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,,,,
Hemignathus lucidus,33753,Hemignathus lucidus,Nukupuu,Hemignathus_lucidus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,,,,
Rhynchostruthus socotranus,33825,Rhynchostruthus socotranus,Socotra Grosbeak,Rhynchostruthus_socotranus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,,,,
Pyrrhula erythrocephala,33568,Pyrrhula erythrocephala,Red-headed Bullfinch,Pyrrhula_erythrocephala,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW & YL,,,,,,,,,,,,,weak,,,
Ocyalus latirostris,35178,Cacicus latirostris;Ocyalus latirostris;Psarocolius latirostris,Band-tailed Oropendola,Ocyalus_latirostris,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,none,,,
Cacicus leucoramphus,35173,Cacicus leucoramphus,Northern Mountain Cacique,Cacicus_leucoramphus,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Cacicus chrysopterus,35158,Cacicus chrysopterus,Golden-winged Cacique,Cacicus_chrysopterus,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Sturnella bellicosa,35114,Leistes bellicosus;Sturnella bellicosa,Peruvian Meadowlark,Sturnella_bellicosa,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Lampropsar tanagrinus,35399,Lampropsar tanagrinus,Velvet-fronted Grackle,Lampropsar_tanagrinus,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Irena puella,28243,Irena puella,Asian Fairy-bluebird,Irena_puella,Irenidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Irena cyanogastra,28251,Irena cyanogastra;Irena cyanogaster,Philippine Fairy-bluebird,Irena_cyanogastra,Irenidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Anthus bogotensis,33489,Anthus bogotensis,Paramo Pipit,Anthus_bogotensis,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
Tmetothylacus tenellus,33282,Tmetothylacus tenellus,Golden Pipit,Tmetothylacus_tenellus,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,,,weak,,,
